#      index      mass[g]      radius[cm]      temperature[K]      density[g/cm^3]      velocity[cm/s]      ye(initial)      entropy[kb/baryon]      expansion_timescale[s]
3000
   118     3.757572853e+30     2.169735591e+08     1.000000000e+09     1.847861276e+05     1.757485829e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   119     3.787255562e+30     2.172452546e+08     1.000000000e+09     1.840936918e+05     1.759686562e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   120     3.816901172e+30     2.175169501e+08     1.000000000e+09     1.834047113e+05     1.761887296e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   121     3.846509775e+30     2.177886456e+08     1.000000000e+09     1.827191646e+05     1.764088029e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   122     3.876081464e+30     2.180603411e+08     1.000000000e+09     1.820370303e+05     1.766288763e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   123     3.905616331e+30     2.183320366e+08     1.000000000e+09     1.813582872e+05     1.768489496e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   124     3.935114466e+30     2.186037321e+08     1.000000000e+09     1.806829143e+05     1.770690230e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   125     3.964575963e+30     2.188754276e+08     1.000000000e+09     1.800108906e+05     1.772890964e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   126     3.994000910e+30     2.191471231e+08     1.000000000e+09     1.793421955e+05     1.775091697e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   127     4.023389400e+30     2.194188186e+08     1.000000000e+09     1.786768083e+05     1.777292431e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   128     4.052741522e+30     2.196905141e+08     1.000000000e+09     1.780147086e+05     1.779493164e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   129     4.082057366e+30     2.199622096e+08     1.000000000e+09     1.773558761e+05     1.781693898e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   130     4.111337021e+30     2.202339051e+08     1.000000000e+09     1.767002908e+05     1.783894632e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   131     4.140580578e+30     2.205056006e+08     1.000000000e+09     1.760479326e+05     1.786095365e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   132     4.169788124e+30     2.207772961e+08     1.000000000e+09     1.753987817e+05     1.788296099e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   133     4.198959749e+30     2.210489916e+08     1.000000000e+09     1.747528185e+05     1.790496832e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   134     4.228095540e+30     2.213206871e+08     1.000000000e+09     1.741100233e+05     1.792697566e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   135     4.257195586e+30     2.215923826e+08     1.000000000e+09     1.734703767e+05     1.794898299e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   136     4.286259974e+30     2.218640781e+08     1.000000000e+09     1.728338596e+05     1.797099033e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   137     4.315288791e+30     2.221357737e+08     1.000000000e+09     1.722004528e+05     1.799299767e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   138     4.344282125e+30     2.224074692e+08     1.000000000e+09     1.715701373e+05     1.801500500e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   139     4.373240062e+30     2.226791647e+08     1.000000000e+09     1.709428943e+05     1.803701234e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   140     4.402162688e+30     2.229508602e+08     1.000000000e+09     1.703187051e+05     1.805901967e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   141     4.431050089e+30     2.232225557e+08     1.000000000e+09     1.696975511e+05     1.808102701e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   142     4.459902352e+30     2.234942512e+08     1.000000000e+09     1.690794139e+05     1.810303434e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   143     4.488719561e+30     2.237659467e+08     1.000000000e+09     1.684642753e+05     1.812504168e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   144     4.517501801e+30     2.240376422e+08     1.000000000e+09     1.678521170e+05     1.814704902e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   145     4.546249158e+30     2.243093377e+08     1.000000000e+09     1.672429210e+05     1.816905635e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   146     4.574961715e+30     2.245810332e+08     1.000000000e+09     1.666366695e+05     1.819106369e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   147     4.603639558e+30     2.248527287e+08     1.000000000e+09     1.660333446e+05     1.821307102e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   148     4.632282769e+30     2.251244242e+08     1.000000000e+09     1.654329287e+05     1.823507836e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   149     4.660891432e+30     2.253961197e+08     1.000000000e+09     1.648354043e+05     1.825708570e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   150     4.689465631e+30     2.256678152e+08     1.000000000e+09     1.642407541e+05     1.827909303e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   151     4.718005448e+30     2.259395107e+08     1.000000000e+09     1.636489607e+05     1.830110037e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   152     4.746510967e+30     2.262112062e+08     1.000000000e+09     1.630600070e+05     1.832310770e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   153     4.774982268e+30     2.264829017e+08     1.000000000e+09     1.624738761e+05     1.834511504e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   154     4.803419435e+30     2.267545972e+08     1.000000000e+09     1.618905510e+05     1.836712237e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   155     4.831822550e+30     2.270262927e+08     1.000000000e+09     1.613100149e+05     1.838912971e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   156     4.860191693e+30     2.272979882e+08     1.000000000e+09     1.607322513e+05     1.841113705e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   157     4.888526946e+30     2.275696837e+08     1.000000000e+09     1.601572435e+05     1.843314438e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   158     4.916828390e+30     2.278413792e+08     1.000000000e+09     1.595849752e+05     1.845515172e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   159     4.945096104e+30     2.281130747e+08     1.000000000e+09     1.590154300e+05     1.847715905e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   160     4.973330171e+30     2.283847702e+08     1.000000000e+09     1.584485919e+05     1.849916639e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   161     5.001530669e+30     2.286564657e+08     1.000000000e+09     1.578844447e+05     1.852117372e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   162     5.029697679e+30     2.289281612e+08     1.000000000e+09     1.573229724e+05     1.854318106e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   163     5.057831279e+30     2.291998567e+08     1.000000000e+09     1.567641593e+05     1.856518840e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   164     5.085931549e+30     2.294715522e+08     1.000000000e+09     1.562079896e+05     1.858719573e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   165     5.113998568e+30     2.297432477e+08     1.000000000e+09     1.556544477e+05     1.860920307e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   166     5.142032414e+30     2.300149433e+08     1.000000000e+09     1.551035181e+05     1.863121040e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   167     5.170033166e+30     2.302866388e+08     1.000000000e+09     1.545551854e+05     1.865321774e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   168     5.198000902e+30     2.305583343e+08     1.000000000e+09     1.540094344e+05     1.867522508e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   169     5.225935700e+30     2.308300298e+08     1.000000000e+09     1.534662498e+05     1.869723241e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   170     5.253837636e+30     2.311017253e+08     1.000000000e+09     1.529256166e+05     1.871923975e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   171     5.281706789e+30     2.313734208e+08     1.000000000e+09     1.523875198e+05     1.874124708e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   172     5.309543235e+30     2.316451163e+08     1.000000000e+09     1.518519446e+05     1.876325442e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   173     5.337347051e+30     2.319168118e+08     1.000000000e+09     1.513188762e+05     1.878526175e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   174     5.365118313e+30     2.321885073e+08     1.000000000e+09     1.507882999e+05     1.880726909e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   175     5.392857097e+30     2.324602028e+08     1.000000000e+09     1.502602013e+05     1.882927643e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   176     5.420563480e+30     2.327318983e+08     1.000000000e+09     1.497345658e+05     1.885128376e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   177     5.448237537e+30     2.330035938e+08     1.000000000e+09     1.492113792e+05     1.887329110e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   178     5.475879343e+30     2.332752893e+08     1.000000000e+09     1.486906271e+05     1.889529843e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   179     5.503488973e+30     2.335469848e+08     1.000000000e+09     1.481722955e+05     1.891730577e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   180     5.531066503e+30     2.338186803e+08     1.000000000e+09     1.476563703e+05     1.893931310e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
   181     5.558612006e+30     2.340903758e+08     1.000000000e+09     1.471428375e+05     1.896132044e+09     4.000000000e-01     1.000000000e+01     1.000000000e-02
